X1,Year_draft,Rd,Pk,Tm_draft,Player_draft,Age_draft,Pos_draft,Born,College,From,To,G_draft,MP_draft,PTS,TRB,AST,STL,BLK,FGPercentage,TwoPPercentage,ThreePPercentage,FTPercentage,WS_draft,WSPer48_draft,mergename,Player_season,Pos_season,Age_season,Tm_season,G_season,MP_season,PER,TSPercentage,ThreePAr,FTr,ORBPercentage,DRBPercentage,TRBPercentage,ASTPercentage,STLPercentage,BLKPercentage,TOVPercentage,USGPercentage,OWS,DWS,WS_season,WSPer48_season,OBPM,DBPM,BPM,VORP,Year_season,projage,agecheck,sincedrafted
4040,2000,1,14,DET,Mateen Cleaves,22.3,G,us,Michigan State University,2001,2006,167,11.2,3.6,1,1.9,0.4,0,0.389,0.39899999999999997,0.267,0.728,-0.8,-0.021,mateencleaves,Mateen Cleaves,PG,25,SAC,12,55,-3.7,0.32299999999999995,0.043,0.174,2.1,13,7.8,25.7,1.8,0,36.1,31.1,-0.4,0.1,-0.4,-0.325,-14.8,-1,-15.8,-0.2,2003,25.3,0.3000000000000007,3
4041,2000,1,14,DET,Mateen Cleaves,22.3,G,us,Michigan State University,2001,2006,167,11.2,3.6,1,1.9,0.4,0,0.389,0.39899999999999997,0.267,0.728,-0.8,-0.021,mateencleaves,Mateen Cleaves,PG,26,CLE,4,92,6.8,0.314,0.043,0.087,1.2,7.2,4.2,31.3,2.3,1.5,17.3,14.1,-0.1,0.1,0,-0.024,-5.3,-1.9,-7.2,-0.1,2004,26.3,0.3000000000000007,4
4042,2000,1,14,DET,Mateen Cleaves,22.3,G,us,Michigan State University,2001,2006,167,11.2,3.6,1,1.9,0.4,0,0.389,0.39899999999999997,0.267,0.728,-0.8,-0.021,mateencleaves,Mateen Cleaves,PG,27,SEA,14,65,9.1,0.41200000000000003,0.14300000000000002,0.28600000000000003,3.8,7.5,5.6,16.5,1.7,0,11.3,12.6,0,0,0,0.028999999999999998,-2.7,-1.4,-4.1,0,2005,27.3,0.3000000000000007,5
4044,2000,1,15,MIL,Jason Collier,22.299,C,us,Georgia Institute of Technology,2001,2005,151,14.4,5.6,2.9,0.3,0.2,0.2,0.455,0.45799999999999996,0.35,0.738,1.9,0.042,jasoncollier,Jason Collier,C,23,HOU,23,222,7.4,0.435,0.013999999999999999,0.33799999999999997,6.4,12.7,9.6,4.4,0.5,0.9,11.9,19.2,-0.1,0.1,0,-0.001,-5.2,-2.8,-8,-0.3,2001,23.299,0.2989999999999995,1
4045,2000,1,15,MIL,Jason Collier,22.299,C,us,Georgia Institute of Technology,2001,2005,151,14.4,5.6,2.9,0.3,0.2,0.2,0.455,0.45799999999999996,0.35,0.738,1.9,0.042,jasoncollier,Jason Collier,C,24,HOU,25,365,11.1,0.486,0.011000000000000001,0.337,9.6,16.2,12.8,4.1,0.9,0.7,10.6,15.5,0.3,0.1,0.4,0.057,-3.2,-2.1,-5.3,-0.3,2002,24.299,0.2989999999999995,2
4046,2000,1,15,MIL,Jason Collier,22.299,C,us,Georgia Institute of Technology,2001,2005,151,14.4,5.6,2.9,0.3,0.2,0.2,0.455,0.45799999999999996,0.35,0.738,1.9,0.042,jasoncollier,Jason Collier,C,25,HOU,13,104,15,0.488,0,0.055999999999999994,13.6,18.4,16.1,1.8,1,0.7,5.1,17.3,0.2,0.1,0.3,0.126,-2.3,-3.4,-5.8,-0.1,2003,25.299,0.2989999999999995,3
4047,2000,1,15,MIL,Jason Collier,22.299,C,us,Georgia Institute of Technology,2001,2005,151,14.4,5.6,2.9,0.3,0.2,0.2,0.455,0.45799999999999996,0.35,0.738,1.9,0.042,jasoncollier,Jason Collier,C,26,ATL,20,545,14.6,0.5579999999999999,0.024,0.515,7.6,15.4,11.5,5.5,1.1,1.5,13.3,19.5,0.9,0.3,1.2,0.105,-1.2,-1.8,-3,-0.1,2004,26.299,0.2989999999999995,4
4048,2000,1,15,MIL,Jason Collier,22.299,C,us,Georgia Institute of Technology,2001,2005,151,14.4,5.6,2.9,0.3,0.2,0.2,0.455,0.45799999999999996,0.35,0.738,1.9,0.042,jasoncollier,Jason Collier,C,27,ATL,70,942,11,0.494,0.037000000000000005,0.18899999999999997,9.9,13,11.4,3.4,0.8,1.1,13.4,22.4,-0.1,0.1,0,0,-3.9,-4.2,-8.1,-1.5,2005,27.299,0.2989999999999995,5
4049,2000,1,16,SAC,Hedo Turkoglu,21.107,F,tr,NA,2001,2015,997,26.8,11.1,4,2.8,0.8,0.3,0.426,0.45,0.384,0.784,63.3,0.114,hedoturkoglu,Hedo Turkoglu,SF,21,SAC,74,1245,11.7,0.509,0.257,0.33399999999999996,4.4,13.6,9.1,8.3,2.1,1.3,12.5,15.6,1,1.8,2.8,0.106,-1.6,0.9,-0.8,0.4,2001,22.107,1.1069999999999993,1
4050,2000,1,16,SAC,Hedo Turkoglu,21.107,F,tr,NA,2001,2015,997,26.8,11.1,4,2.8,0.8,0.3,0.426,0.45,0.384,0.784,63.3,0.114,hedoturkoglu,Hedo Turkoglu,SF,22,SAC,80,1970,14.2,0.514,0.249,0.335,3.5,16,9.8,12.2,1.5,1,9.3,19.2,2.5,2.7,5.2,0.127,-0.2,0.3,0.1,1.1,2002,23.107,1.1069999999999993,2
4051,2000,1,16,SAC,Hedo Turkoglu,21.107,F,tr,NA,2001,2015,997,26.8,11.1,4,2.8,0.8,0.3,0.426,0.45,0.384,0.784,63.3,0.114,hedoturkoglu,Hedo Turkoglu,SF,23,SAC,67,1175,12,0.509,0.19899999999999998,0.281,3.4,13.3,8.6,10.9,1.1,0.7,10.2,18.4,1.1,1.5,2.6,0.105,-1.7,-0.5,-2.2,-0.1,2003,24.107,1.1069999999999993,3
4052,2000,1,16,SAC,Hedo Turkoglu,21.107,F,tr,NA,2001,2015,997,26.8,11.1,4,2.8,0.8,0.3,0.426,0.45,0.384,0.784,63.3,0.114,hedoturkoglu,Hedo Turkoglu,SF,24,SAS,80,2073,14.1,0.516,0.374,0.25,2.8,16.3,9.7,12.5,2.1,1.1,11.6,18.1,2.2,4.5,6.7,0.155,0,2.2,2.2,2.2,2004,25.107,1.1069999999999993,4
4053,2000,1,16,SAC,Hedo Turkoglu,21.107,F,tr,NA,2001,2015,997,26.8,11.1,4,2.8,0.8,0.3,0.426,0.45,0.384,0.784,63.3,0.114,hedoturkoglu,Hedo Turkoglu,SF,25,ORL,67,1757,16,0.532,0.313,0.28800000000000003,4,10.7,7.4,14.9,1.2,0.7,11.9,24.8,2.4,1,3.4,0.092,1.5,-2.3,-0.8,0.5,2005,26.107,1.1069999999999993,5
4066,2000,1,17,SEA,Desmond Mason,22.266,F,us,Oklahoma State University,2001,2010,643,30.5,12.1,4.5,1.6,0.7,0.4,0.449,0.456,0.26,0.74,23.1,0.055999999999999994,desmondmason,Desmond Mason,SF,23,SEA,78,1522,10.5,0.483,0.153,0.207,5.5,13.3,9.4,6.5,1.3,1,10,15.8,1,0.8,1.7,0.055,-1.9,-1.1,-3,-0.4,2001,23.266,0.26599999999999824,1
4067,2000,1,17,SEA,Desmond Mason,22.266,F,us,Oklahoma State University,2001,2010,643,30.5,12.1,4.5,1.6,0.7,0.4,0.449,0.456,0.26,0.74,23.1,0.055999999999999994,desmondmason,Desmond Mason,SF,24,SEA,75,2420,13.4,0.5329999999999999,0.077,0.308,4.6,12.4,8.6,6.7,1.5,0.8,10.6,18.8,3,1.6,4.7,0.09300000000000001,-0.9,-0.7,-1.6,0.3,2002,24.266,0.26599999999999824,2
4069,2000,1,17,SEA,Desmond Mason,22.266,F,us,Oklahoma State University,2001,2010,643,30.5,12.1,4.5,1.6,0.7,0.4,0.449,0.456,0.26,0.74,23.1,0.055999999999999994,desmondmason,Desmond Mason,SF,25,SEA,52,1811,14.2,0.49,0.08199999999999999,0.271,5.6,16.3,10.9,9.3,1.4,0.9,9,21.3,1.5,1.7,3.1,0.083,-1.2,-0.2,-1.4,0.3,2003,25.266,0.26599999999999824,3
4070,2000,1,17,SEA,Desmond Mason,22.266,F,us,Oklahoma State University,2001,2010,643,30.5,12.1,4.5,1.6,0.7,0.4,0.449,0.456,0.26,0.74,23.1,0.055999999999999994,desmondmason,Desmond Mason,SF,25,MIL,28,952,16.9,0.525,0.049,0.29100000000000004,8.1,15.1,11.6,12.1,1.1,0.9,9.4,21.3,1.8,0.3,2,0.10300000000000001,0.9,-1.5,-0.6,0.3,2003,25.266,0.26599999999999824,3
4071,2000,1,17,SEA,Desmond Mason,22.266,F,us,Oklahoma State University,2001,2010,643,30.5,12.1,4.5,1.6,0.7,0.4,0.449,0.456,0.26,0.74,23.1,0.055999999999999994,desmondmason,Desmond Mason,SF,26,MIL,82,2534,15.7,0.552,0.045,0.534,4.2,11.9,8,10.2,1.2,0.7,12.1,21.8,4.4,1.2,5.7,0.107,0.7,-1,-0.3,1.1,2004,26.266,0.26599999999999824,4
4072,2000,1,17,SEA,Desmond Mason,22.266,F,us,Oklahoma State University,2001,2010,643,30.5,12.1,4.5,1.6,0.7,0.4,0.449,0.456,0.26,0.74,23.1,0.055999999999999994,desmondmason,Desmond Mason,SF,27,MIL,80,2893,14.8,0.526,0.006999999999999999,0.486,3.4,9.3,6.3,12.8,1.1,0.7,11.1,23.2,3.6,0.7,4.3,0.071,-0.1,-1.3,-1.4,0.4,2005,27.266,0.26599999999999824,5
4078,2000,1,18,LAC,Quentin Richardson,20.081,G,us,DePaul University,2001,2013,783,26.5,10.3,4.7,1.5,0.8,0.2,0.397,0.431,0.355,0.718,32.8,0.076,quentinrichardson,Quentin Richardson,SG,20,LAC,76,1358,16.5,0.516,0.28800000000000003,0.301,9.1,12.5,10.8,8.3,1.7,0.4,9.7,22.4,2.1,1,3,0.106,1.6,-1.9,-0.3,0.6,2001,21.081,1.0809999999999995,1
4079,2000,1,18,LAC,Quentin Richardson,20.081,G,us,DePaul University,2001,2013,783,26.5,10.3,4.7,1.5,0.8,0.2,0.397,0.431,0.355,0.718,32.8,0.076,quentinrichardson,Quentin Richardson,SG,21,LAC,81,2152,17.4,0.534,0.377,0.20199999999999999,6,11.5,8.8,10.5,1.9,0.7,9.2,23.3,4,1.6,5.6,0.125,2.9,-1.6,1.4,1.8,2002,22.081,1.0809999999999995,2
4080,2000,1,18,LAC,Quentin Richardson,20.081,G,us,DePaul University,2001,2013,783,26.5,10.3,4.7,1.5,0.8,0.2,0.397,0.431,0.355,0.718,32.8,0.076,quentinrichardson,Quentin Richardson,SG,22,LAC,59,1368,12.5,0.46,0.363,0.22699999999999998,8.2,15.1,11.6,6.7,1.3,0.5,9.6,22,0.3,0.7,1,0.036000000000000004,-0.8,-2.7,-3.5,-0.5,2003,23.081,1.0809999999999995,3
4081,2000,1,18,LAC,Quentin Richardson,20.081,G,us,DePaul University,2001,2013,783,26.5,10.3,4.7,1.5,0.8,0.2,0.397,0.431,0.355,0.718,32.8,0.076,quentinrichardson,Quentin Richardson,SG,23,LAC,65,2338,15.1,0.484,0.319,0.191,7.1,13.2,10.1,11.2,1.5,0.6,10.9,24.6,2,0.4,2.4,0.05,1.5,-2.3,-0.8,0.7,2004,24.081,1.0809999999999995,4
4082,2000,1,18,LAC,Quentin Richardson,20.081,G,us,DePaul University,2001,2013,783,26.5,10.3,4.7,1.5,0.8,0.2,0.397,0.431,0.355,0.718,32.8,0.076,quentinrichardson,Quentin Richardson,SG,24,PHO,79,2839,13.6,0.522,0.604,0.17600000000000002,3.6,13.9,9,7.9,1.7,0.6,8.3,18.9,3.3,2.5,5.8,0.098,2,-0.1,1.9,2.8,2005,25.081,1.0809999999999995,5
4091,2000,1,19,CHH,Jamaal Magloire,22.044,C,ca,University of Kentucky,2001,2012,680,21.5,7.2,6.5,0.6,0.3,0.9,0.48,0.48100000000000004,0,0.639,27.7,0.091,jamaalmagloire,Jamaal Magloire,C,22,CHH,74,1095,13.4,0.506,0.006999999999999999,0.535,10.8,19.9,15.4,4.2,0.9,5.2,15.4,16.7,0.6,2,2.6,0.114,-4.2,1.4,-2.8,-0.2,2001,23.044,1.0440000000000005,1
4092,2000,1,19,CHH,Jamaal Magloire,22.044,C,ca,University of Kentucky,2001,2012,680,21.5,7.2,6.5,0.6,0.3,0.9,0.48,0.48100000000000004,0,0.639,27.7,0.091,jamaalmagloire,Jamaal Magloire,C,23,CHH,82,1549,18.8,0.624,0.002,0.804,11.3,22.7,17,3.4,0.9,4,17.4,20,3.4,2.4,5.7,0.177,-1.2,-0.2,-1.3,0.3,2002,24.044,1.0440000000000005,2
4093,2000,1,19,CHH,Jamaal Magloire,22.044,C,ca,University of Kentucky,2001,2012,680,21.5,7.2,6.5,0.6,0.3,0.9,0.48,0.48100000000000004,0,0.639,27.7,0.091,jamaalmagloire,Jamaal Magloire,C,24,NOH,82,2443,15.4,0.541,0.005,0.507,12.2,22.3,17.2,5.9,1.1,3.3,16.9,17.4,2.9,3.8,6.7,0.133,-1.5,1.6,0,1.2,2003,25.044,1.0440000000000005,3
4094,2000,1,19,CHH,Jamaal Magloire,22.044,C,ca,University of Kentucky,2001,2012,680,21.5,7.2,6.5,0.6,0.3,0.9,0.48,0.48100000000000004,0,0.639,27.7,0.091,jamaalmagloire,Jamaal Magloire,C,25,NOH,82,2777,16.5,0.551,0.001,0.581,10.7,24.4,17.4,5.5,0.8,2.8,16.5,20,3.9,3.7,7.6,0.131,-2,0.4,-1.6,0.3,2004,26.044,1.0440000000000005,4
4095,2000,1,19,CHH,Jamaal Magloire,22.044,C,ca,University of Kentucky,2001,2012,680,21.5,7.2,6.5,0.6,0.3,0.9,0.48,0.48100000000000004,0,0.639,27.7,0.091,jamaalmagloire,Jamaal Magloire,C,26,NOH,23,703,12.9,0.48,0,0.542,12.8,22.1,17.3,7.6,0.6,2.6,17.3,22.5,-0.4,0.7,0.3,0.019,-3.9,0,-3.9,-0.3,2005,27.044,1.0440000000000005,5
4105,2000,1,20,PHI,Speedy Claxton,22.057,G,us,Hofstra University,2002,2009,334,25.6,9.3,2.5,4.3,1.5,0.1,0.409,0.428,0.193,0.762,14.2,0.08,speedyclaxton,Speedy Claxton,PG,23,PHI,67,1528,12.6,0.469,0.073,0.301,3.5,8.4,5.9,21.9,3.4,0.3,15.7,18.2,0.4,2.4,2.8,0.087,-1.6,1,-0.7,0.5,2002,24.057,1.0569999999999986,2
4106,2000,1,20,PHI,Speedy Claxton,22.057,G,us,Hofstra University,2002,2009,334,25.6,9.3,2.5,4.3,1.5,0.1,0.409,0.428,0.193,0.762,14.2,0.08,speedyclaxton,Speedy Claxton,PG,24,SAS,30,471,15.9,0.509,0.076,0.39299999999999996,5.7,8,6.9,26.9,2.5,1,17.1,20.2,0.6,0.6,1.2,0.125,-0.1,0.2,0,0.2,2003,25.057,1.0569999999999986,3
4107,2000,1,20,PHI,Speedy Claxton,22.057,G,us,Hofstra University,2002,2009,334,25.6,9.3,2.5,4.3,1.5,0.1,0.409,0.428,0.193,0.762,14.2,0.08,speedyclaxton,Speedy Claxton,PG,25,GSW,60,1595,17.3,0.509,0.042,0.42700000000000005,2.7,8.4,5.5,28.7,3.3,0.4,14.1,20.9,2.6,1.6,4.2,0.127,0.8,0.1,0.9,1.2,2004,26.057,1.0569999999999986,4
4109,2000,1,20,PHI,Speedy Claxton,22.057,G,us,Hofstra University,2002,2009,334,25.6,9.3,2.5,4.3,1.5,0.1,0.409,0.428,0.193,0.762,14.2,0.08,speedyclaxton,Speedy Claxton,PG,26,GSW,46,1501,16.4,0.508,0.10400000000000001,0.425,2.2,9.2,5.5,30.9,3,0.3,13.4,20.2,2.1,1.5,3.5,0.113,0.4,-0.1,0.3,0.9,2005,27.057,1.0569999999999986,5
4110,2000,1,20,PHI,Speedy Claxton,22.057,G,us,Hofstra University,2002,2009,334,25.6,9.3,2.5,4.3,1.5,0.1,0.409,0.428,0.193,0.762,14.2,0.08,speedyclaxton,Speedy Claxton,PG,26,NOH,16,365,13.4,0.42200000000000004,0.08199999999999999,0.373,1.6,8.8,5,42.3,3.3,0.4,17.4,19.7,-0.2,0.4,0.2,0.027000000000000003,-2.5,-1.4,-3.9,-0.2,2005,27.057,1.0569999999999986,5
4114,2000,1,21,TOR,Morris Peterson,22.311999999999998,F,us,Michigan State University,2001,2011,711,27.2,10.7,3.5,1.5,0.9,0.2,0.418,0.45,0.373,0.773,35.7,0.08900000000000001,morrispeterson,Morris Peterson,SG,23,TOR,80,1809,14.1,0.507,0.245,0.215,6.8,9.4,8.1,9.6,1.8,0.8,9.6,20.1,2.3,1.3,3.6,0.096,1,-1.1,-0.1,0.8,2001,23.311999999999998,0.3119999999999976,1
4115,2000,1,21,TOR,Morris Peterson,22.311999999999998,F,us,Michigan State University,2001,2011,711,27.2,10.7,3.5,1.5,0.9,0.2,0.418,0.45,0.373,0.773,35.7,0.08900000000000001,morrispeterson,Morris Peterson,SF,24,TOR,63,1988,15.3,0.524,0.301,0.22,5.1,7.9,6.4,13.5,2,0.4,9.3,21.3,3.2,1.7,4.9,0.11900000000000001,2.2,-1,1.2,1.6,2002,24.311999999999998,0.3119999999999976,2
4116,2000,1,21,TOR,Morris Peterson,22.311999999999998,F,us,Michigan State University,2001,2011,711,27.2,10.7,3.5,1.5,0.9,0.2,0.418,0.45,0.373,0.773,35.7,0.08900000000000001,morrispeterson,Morris Peterson,SF,25,TOR,82,2949,12.6,0.488,0.321,0.23,3.6,10.7,7,11.1,1.6,0.8,9.8,20.3,2.1,1.1,3.2,0.052000000000000005,0.2,-1.3,-1.1,0.7,2003,25.311999999999998,0.3119999999999976,3
4117,2000,1,21,TOR,Morris Peterson,22.311999999999998,F,us,Michigan State University,2001,2011,711,27.2,10.7,3.5,1.5,0.9,0.2,0.418,0.45,0.373,0.773,35.7,0.08900000000000001,morrispeterson,Morris Peterson,SF,26,TOR,82,2148,12.1,0.539,0.579,0.16,1.9,12.2,7,9.5,2.3,0.5,9.9,15.7,2.1,2.8,4.9,0.11,0.2,0.5,0.7,1.5,2004,26.311999999999998,0.3119999999999976,4
4118,2000,1,21,TOR,Morris Peterson,22.311999999999998,F,us,Michigan State University,2001,2011,711,27.2,10.7,3.5,1.5,0.9,0.2,0.418,0.45,0.373,0.773,35.7,0.08900000000000001,morrispeterson,Morris Peterson,SG,27,TOR,82,2510,14.4,0.5429999999999999,0.395,0.267,3.1,12.4,7.7,11.2,1.9,0.5,8.9,18.9,3.5,1.6,5.1,0.098,1.4,-0.5,1,1.9,2005,27.311999999999998,0.3119999999999976,5
4125,2000,1,22,NYK,Donnell Harvey,19.311,F,us,University of Florida,2001,2005,205,16.2,5.6,4,0.8,0.5,0.4,0.46,0.46399999999999997,0.1,0.659,4.7,0.069,donnellharvey,Donnell Harvey,PF,20,DAL,18,65,9.8,0.523,0,1.143,10.6,23.4,17.2,4.7,2.4,1.1,25,19.6,-0.1,0.1,0.1,0.039,-5,-0.2,-5.2,-0.1,2001,20.311,0.31099999999999994,1
4127,2000,1,22,NYK,Donnell Harvey,19.311,F,us,University of Florida,2001,2005,205,16.2,5.6,4,0.8,0.5,0.4,0.46,0.46399999999999997,0.1,0.659,4.7,0.069,donnellharvey,Donnell Harvey,PF,21,DAL,18,162,10.1,0.5329999999999999,0,0.846,8.4,23,15.8,4.3,1.3,2.2,18.3,12.2,0.1,0.2,0.3,0.075,-3.4,0.4,-3,0,2002,21.311,0.31099999999999994,2
4128,2000,1,22,NYK,Donnell Harvey,19.311,F,us,University of Florida,2001,2005,205,16.2,5.6,4,0.8,0.5,0.4,0.46,0.46399999999999997,0.1,0.659,4.7,0.069,donnellharvey,Donnell Harvey,PF,21,DEN,29,679,15,0.525,0,0.35600000000000004,10.9,19.9,15.2,7.9,1.3,2.1,10.2,16.2,1,0.5,1.6,0.11199999999999999,-0.9,0.3,-0.6,0.2,2002,21.311,0.31099999999999994,2
4129,2000,1,22,NYK,Donnell Harvey,19.311,F,us,University of Florida,2001,2005,205,16.2,5.6,4,0.8,0.5,0.4,0.46,0.46399999999999997,0.1,0.659,4.7,0.069,donnellharvey,Donnell Harvey,SF,22,DEN,77,1613,12.5,0.486,0.013000000000000001,0.319,8.6,21.5,14.8,11.7,1.6,1.3,16.4,20.7,-0.3,2.3,2,0.059000000000000004,-3.3,0.8,-2.5,-0.2,2003,22.311,0.31099999999999994,3
4131,2000,1,22,NYK,Donnell Harvey,19.311,F,us,University of Florida,2001,2005,205,16.2,5.6,4,0.8,0.5,0.4,0.46,0.46399999999999997,0.1,0.659,4.7,0.069,donnellharvey,Donnell Harvey,PF,23,ORL,24,345,9.5,0.462,0.034,0.43799999999999994,9.3,14.4,11.8,3.7,1.5,2.3,17.2,16.8,-0.1,0.1,0,-0.005,-4.3,-1.7,-6,-0.4,2004,23.311,0.31099999999999994,4
4132,2000,1,22,NYK,Donnell Harvey,19.311,F,us,University of Florida,2001,2005,205,16.2,5.6,4,0.8,0.5,0.4,0.46,0.46399999999999997,0.1,0.659,4.7,0.069,donnellharvey,Donnell Harvey,PF,23,PHO,36,438,11.1,0.537,0,0.39299999999999996,4.9,19.1,12,4.7,1.7,2.7,14.9,15.9,0.3,0.4,0.7,0.081,-3.8,0,-3.8,-0.2,2004,23.311,0.31099999999999994,4
4133,2000,1,22,NYK,Donnell Harvey,19.311,F,us,University of Florida,2001,2005,205,16.2,5.6,4,0.8,0.5,0.4,0.46,0.46399999999999997,0.1,0.659,4.7,0.069,donnellharvey,Donnell Harvey,PF,24,NJN,3,16,35.2,1.064,0,2,14.8,38.1,26.3,11,3.4,5.1,21,14,0.1,0,0.2,0.484,5.4,4.8,10.2,0,2005,24.311,0.31099999999999994,5
4134,2000,1,23,UTA,DeShawn Stevenson,19.090999999999998,G,us,NA,2001,2013,824,22.3,7.2,2.2,1.6,0.5,0.2,0.406,0.433,0.34,0.698,12.1,0.032,deshawnstevenson,DeShawn Stevenson,SG,19,UTA,40,293,4.3,0.413,0.132,0.418,3.9,7.9,5.9,9.6,1.8,0.6,20.6,21.3,-0.6,0.2,-0.4,-0.071,-6.1,-1.7,-7.8,-0.4,2001,20.090999999999998,1.0909999999999975,1
4135,2000,1,23,UTA,DeShawn Stevenson,19.090999999999998,G,us,NA,2001,2013,824,22.3,7.2,2.2,1.6,0.5,0.2,0.406,0.433,0.34,0.698,12.1,0.032,deshawnstevenson,DeShawn Stevenson,SG,20,UTA,67,1134,8.2,0.41200000000000003,0.067,0.14300000000000002,4.6,9.3,7,17.1,1.4,1.7,14.7,18.4,-0.9,0.7,-0.2,-0.01,-4,-1,-4.9,-0.8,2002,21.090999999999998,1.0909999999999975,2
4136,2000,1,23,UTA,DeShawn Stevenson,19.090999999999998,G,us,NA,2001,2013,824,22.3,7.2,2.2,1.6,0.5,0.2,0.406,0.433,0.34,0.698,12.1,0.032,deshawnstevenson,DeShawn Stevenson,SG,21,UTA,61,760,8.2,0.444,0.042,0.239,3.6,9.7,6.8,9.1,1.6,0.8,13.5,22,-0.7,0.6,-0.1,-0.009000000000000001,-4.8,-1.9,-6.7,-0.9,2003,22.090999999999998,1.0909999999999975,3
4138,2000,1,23,UTA,DeShawn Stevenson,19.090999999999998,G,us,NA,2001,2013,824,22.3,7.2,2.2,1.6,0.5,0.2,0.406,0.433,0.34,0.698,12.1,0.032,deshawnstevenson,DeShawn Stevenson,SG,22,UTA,54,1511,12.2,0.479,0.051,0.22699999999999998,3.5,11.3,7.3,12,1,0.9,11,22.3,0.6,0.8,1.5,0.046,-1.8,-1.9,-3.7,-0.6,2004,23.090999999999998,1.0909999999999975,4
4139,2000,1,23,UTA,DeShawn Stevenson,19.090999999999998,G,us,NA,2001,2013,824,22.3,7.2,2.2,1.6,0.5,0.2,0.406,0.433,0.34,0.698,12.1,0.032,deshawnstevenson,DeShawn Stevenson,SF,22,ORL,26,933,10.5,0.46,0.14400000000000002,0.249,4.3,10.4,7.3,11.6,1.4,0.1,11.2,17.3,0.2,-0.2,0,0.002,-1.3,-1.9,-3.2,-0.3,2004,23.090999999999998,1.0909999999999975,4
4140,2000,1,23,UTA,DeShawn Stevenson,19.090999999999998,G,us,NA,2001,2013,824,22.3,7.2,2.2,1.6,0.5,0.2,0.406,0.433,0.34,0.698,12.1,0.032,deshawnstevenson,DeShawn Stevenson,SG,23,ORL,55,1089,9.3,0.456,0.157,0.237,4,6.5,5.2,10.4,0.7,0.6,10.8,21.1,-0.4,0.3,-0.1,-0.006999999999999999,-2.9,-3.1,-5.9,-1.1,2005,24.090999999999998,1.0909999999999975,5
4151,2000,1,24,CHI,Dalibor Bagaric,20.147000000000002,C,de,NA,2001,2003,95,10.2,2.6,2.5,0.4,0.3,0.5,0.361,0.363,0,0.5589999999999999,-0.9,-0.043,daliborbagaric,Dalibor Bagaric,C,20,CHI,35,259,3.3,0.304,0.015,0.431,9.7,16.2,12.8,6.2,1.9,4.6,21.4,17.6,-0.9,0.2,-0.7,-0.121,-9.3,0.6,-8.7,-0.4,2001,21.147000000000002,1.147000000000002,1
4152,2000,1,24,CHI,Dalibor Bagaric,20.147000000000002,C,de,NA,2001,2003,95,10.2,2.6,2.5,0.4,0.3,0.5,0.361,0.363,0,0.5589999999999999,-0.9,-0.043,daliborbagaric,Dalibor Bagaric,C,21,CHI,50,638,8.6,0.44299999999999995,0.006,0.39299999999999996,9.8,20.1,14.8,6,1.4,2.8,18.1,18.4,-0.7,0.6,-0.1,-0.011000000000000001,-5.8,-0.3,-6.1,-0.7,2002,22.147000000000002,1.147000000000002,2
4153,2000,1,24,CHI,Dalibor Bagaric,20.147000000000002,C,de,NA,2001,2003,95,10.2,2.6,2.5,0.4,0.3,0.5,0.361,0.363,0,0.5589999999999999,-0.9,-0.043,daliborbagaric,Dalibor Bagaric,C,22,CHI,10,76,7.1,0.342,0,0.154,10.3,18.6,14.5,8.2,2,2.9,15.3,19.1,-0.2,0.1,-0.1,-0.048,-6.7,0.5,-6.3,-0.1,2003,23.147000000000002,1.147000000000002,3
4154,2000,1,25,PHO,Jake Tsakalidis,21.024,C,ge,NA,2001,2007,315,15.9,4.8,3.9,0.3,0.2,0.7,0.49,0.49,0,0.657,9.9,0.095,jaketsakalidis,Jake Tsakalidis,C,21,PHO,57,947,9.6,0.502,0,0.423,9.8,19.4,14.5,3.2,0.5,4.2,20.6,15.1,-0.3,1.6,1.3,0.067,-5.3,1.5,-3.9,-0.4,2001,22.024,1.024000000000001,1
4155,2000,1,25,PHO,Jake Tsakalidis,21.024,C,ge,NA,2001,2007,315,15.9,4.8,3.9,0.3,0.2,0.7,0.49,0.49,0,0.657,9.9,0.095,jaketsakalidis,Jake Tsakalidis,C,22,PHO,67,1582,11.7,0.522,0.003,0.39799999999999996,9.1,17.7,13.3,2.2,0.8,3.2,14.2,15.5,1,1.8,2.8,0.085,-3.4,0.2,-3.2,-0.5,2002,23.024,1.024000000000001,2
4156,2000,1,25,PHO,Jake Tsakalidis,21.024,C,ge,NA,2001,2007,315,15.9,4.8,3.9,0.3,0.2,0.7,0.49,0.49,0,0.657,9.9,0.095,jaketsakalidis,Jake Tsakalidis,C,23,PHO,33,543,10.2,0.501,0,0.43,9.3,16.2,12.7,3.7,0.6,2.3,13.9,15.4,0.3,0.5,0.9,0.078,-3.4,-0.4,-3.8,-0.3,2003,24.024,1.024000000000001,3
4157,2000,1,25,PHO,Jake Tsakalidis,21.024,C,ge,NA,2001,2007,315,15.9,4.8,3.9,0.3,0.2,0.7,0.49,0.49,0,0.657,9.9,0.095,jaketsakalidis,Jake Tsakalidis,C,24,MEM,40,533,12.5,0.532,0,0.45899999999999996,7.8,19.5,13.6,5.5,0.9,3,12.6,15.5,0.6,0.6,1.2,0.105,-2.6,0.3,-2.3,0,2004,25.024,1.024000000000001,4
